text,storypoint
add master metric maintenance need metric order gain visibility maintenance functionality allow operator add alerting metric particular   number schedule host   number active window   number expired window   number successful drain   number fail drain example alert guideline want know number expire window gauge ensure grow excessively allow alert catch operator properly unschedule maintenance complete,3
add safety constraint maintenance primitive order ensure maintenance primitive safely operator want safety mechanism place idea design dochttpsdocsgooglecomatwittercomdocumentd16k0lvwpsgvoyxpsyxkmgcgbnmrlisnee4pfausojk   prevent bad schedule construct schedule x overlap slave reject   prevent bad maintenance proceed unchecked x slave unschedule reregistere cancel schedule likely configurable flag,8
update webui include maintenance information simple thing probably include tab header maintenance information consider add maintenance information inline slave table depend maintenance tab actually subset slave table slave maintenance information,5
add documentation maintenance primitive provide guide documentation upcoming maintenance primitive meso specifically ensure general user framework developer operator understand notion maintenance meso guidance recommendation audience necessary,8
add support encrypt nonencrypte communication parallel cluster upgrade cluster upgrade nonencrypte encrypt communication need support interim 1 master connection encrypt nonencrypte slave 2 slave support encrypt communication connect master upgrade 3 framework encrypt master upgrade 4 master upgrade framework not 5 slave process upgrade run executor process not,13
update resource protobuf diskinfo noformat message resource   require string   1 require valuetype type   2 optional valuescalar scalar   3 optional valuerange ranges   4 optional valueset set   5 optional string role   6 default     describe persistent disk resource message diskinfo    unique identifier persistent disk resource d   need unique role slave require string d   1   volume mapping persistent disk resource require volume volume   2   optional diskinfo disk   8   noformat,1
update task validation task authorization simply task validation long need check pendingtask,3
support acquiringrelease resource diskinfo allocator allocator need change resource change acquire release persistent disk resource resource diskinfo example release persistent disk resource change release diskinfo resource diskinfo,8
implement master slave protocol persistent disk resource need follow 1 slave need send persist resource register reregistere 2 master need send total persist resource slave reuse runtaskupdateframeworkinfo introduce new type message like updateresource,8
add persistent resource release primitive framework api think introduce release protobuf message specify persistent disk resource w diskinfo release release message piggyback launchdecline message probably overlap dynamic reservation work mesos2018,3
expose number process thread container cfs cpu statistic cpus_nr_throttle cpus_nr_periods cpus_throttled_time difficult interpret 1 nr_throttle number interval throttling occur 2 throttled_time aggregate time runnable task task linux sense example typical 60 second sampling interval nr_period   600 nr_throttle 60 ie 10 interval throttled_time high 60600   60   6 second task runnable throttle throttle task contribute total throttle time small test demonstrate throttled_time   nr_period   quota_interval 5 x openssl speed run quota100ms noformat cat cpustat   sleep 1   cat cpustat nr_periods 3228 nr_throttle 1276 throttled_time 528843772540 nr_period 3238 nr_throttle 1286 throttled_time 531668964667 noformat 10 interval throttle 100 total time 28 second 1 second 100 time interval helpful expose number process task container cgroup coarse granularity guidance,2
correct naming cgroup memory statistic mem_rss_byte rss total memory usage memoryusage_in_bytes cgroup include file cache etc actual rss report mem_anon_byte consistently name,3
add configure flag environment variable enable ssllibevent socket,1
configurable ping timeout series pingfailure master consider slave lose call shutdownslave require slave reconnect kill task reregister new slaveid similar timeout slave consider master lose try detect new master timeout currently hardcode constant 5   15 wellsuite scenario   cluster tolerate long slave process restart period not want task kill reconnect   cluster higherlatency network eg crossdatacenter volunteer computing effort like tolerate long period communication provide flagsmechanism master control tolerance noncommunicative slave importantly slave tolerate miss master,8
add socket test add socket specific test coverage libev libevent w will ssl,5
document change c resource api changelog refactor introduce mesos1974 need document api change changelog,2
killtask perform reconciliation unknown task currently killtask use reconciliation logic diverge reconciletask logic specifically task unknown nonstrict registry use killtask send task_lost reconciletask consistent,3
turn cgroups_limit_swap effectively disable memory isolation test run enable cgroups_limit_swap effectively disable memory isolation altogether httpsaccessredhatcomdocumentationenusred_hat_enterprise_linux6htmlresource_management_guidesecmemoryhtml important set memorylimit_in_bytes parameter set memorymemswlimit_in_bytes parameter attempt reverse order result error memorymemswlimit_in_bytes available memory limitation previously set memorylimit_in_bytes exhausted look like flag set memorymemswlimit_in_byte true memorylimit_in_bytes false set memorylimit_in_bytes addition set memorymemswlimit_in_byte true limit will not set enforce httpsgithubcomapachemesosblobc8598f7f5a24a01b6a68e0f060b79662ee97af89srcslavecontainerizerisolatorscgroupsmemcppl365,2
support diskinfo c resource need change follow function 1 addable 2 subtractable 3 validate probably not add disk resource persistence d come different namespace add check validate function protobufs,3
expose percgroup memory pressure cgroup memory controller provide information memory pressure cgroup form event base notification event low medium critical generate kernel make specific action allocate memory signal probably informative compare memory usage memory limit,5
enable master handle reservation operation master _ accept function currently handle create destroy operation exist persistent volume need handle reserve unreserve operation dynamic reservation addition need add validate function reservation operation,5
segmentation fault examplestestlowlevelschedulerpthread occur review bot review httpsreviewsapacheorgr28262review62333 review not touch code relate test not break libprocess general   run   examplestestlowlevelschedulerpthread srctestsscriptcpp83 failure fail low_level_scheduler_pthread_testsh terminate signal segmentation fault   fail   examplestestlowlevelschedulerpthread 7561 ms test,8
large number connection slow statisticsjson response observe production environment network monitor turn connection   104 container get socket information expensive 1min process socket information reason library libnl optimize cong wang submit patch httplistsinfradeadorgpipermaillibnl2014november001715html,2
add masterslave masterframeworksframeworktaskstask endpoints masterstatejson export entire state cluster large cluster massive ten megabyte json client need information subset entire state example connect slave information registration info task etc belong particular framework partition statejson small endpoint starter able slave information task information framework useful,5
perfeventisolatortestroot_cgroups_sample require perf instal perfvalid relie perf command instal not case configure probably check perf command exist,1
hierarchical allocator inconsistently account reserve resource look allocator code mesos2099 issue respect accounting reserve resource sorter hierarchicalallocatorprocessallocate unreserved resource account sorter addremove framework addremove slave account reserve unreserve git blame look like issue introduce long course refactoring fix allocator guess catch lack unittestability allocator unnecessarily require master pid use allocator understanding level hierarchical sorter follow semantic   level 1 sort role unreserved resource share role role sorter level 1 account unreserved resource pool   level 2 sort framework role unreserved reserved resource share framework role framework sorter level 2 account reserve resource pool role unreserved resource _ allocate _ inside role,5
performance issue libprocess socketmanager notice issue production master slow respond failover 15 minute look perf datum offender noformat 1202 mesosmaster libmesos0210rc3so   std_rb_treeprocessprocessbase processprocessbase std_identityprocessprocessbase stdlessprocessprocessbase stdallocatorprocessprocessbase eraseprocessprocessbase const   329 mesosmaster libmesos0210rc3so   processsocketmanagerexitedprocessprocessbase noformat appear socketmanager internal process exit loop link unnecessarily code void socketmanagerexitedprocessbase process    exited event cause process delete   eg garbage collector mean not   dereference process use address enqueue   exit event save process pid const upid pid   processpid   likewise need save current time process   update clock link process appropriate const time time   clocknowprocess synchronize    iterate link remove link process   create exit event link process foreachpair const upid linkee setprocessbase process link   processeseraseprocess linkee   pid   foreach processbase linker process   checklinker   process   process link synchronize timeout   clockpause   clockupdatelinker time    linkerenqueuenew exitedeventlinkee     linkserasepid    code cluster 10000 slave mean hold socket manager lock expensive loop erase set master contain link master process slave random ephemeral process terminate not need loop slave link hold lock follow call block code class socketmanager   public socket acceptedint s void linkprocessbase process const upid pidhttpproxy proxyconst socket socket void sendencoder encoder bool persist void sendconst response response const request request const socket socket void sendmessage message encoder nextint s void closeint s void exitedconst node node void exitedprocessbase process   code result slave observer master block call send short term try fix issue remove unnecessary loop long term nice avoid locking send independent socket,3
deprecate unused flag cgroups_subsystems cgroups_subsystems slave flag long deprecate,1
add containerid taskstatus message taskstatus provide framework certain information executorid slaveid etc useful collect statistic cluster performance difficult associate task container execute information stay meso good provide framework scheduler information add new field taskstatus message comment use case,3
fail test slavetestroot_runtaskwithcommandinfowithuser appear run executor support nnielsen look executor log noformat roothostname build cat tmpslavetest_root_runtaskwithcommandinfowithuser_cxf1dyslaves2014121900520620811701866048711862s0frameworks20141219005206208117018660 487118620000executors1runslateststd sh homeidownesworkspacemesosbuildsrcmesosexecutor permission deny noformat test output noformat   run 1 test 1 test case   global test environment setup   1 test slavetest   run   slavetestroot_runtaskwithcommandinfowithuser srctestsslave_testscpp680 failure value statusrunninggetstate actual task_faile expect task_running srctestsslave_testscpp682 failure fail wait 10sec statusfinished srctestsslave_testscpp673 failure actual function count not match expect_callsched statusupdatedriver _ expect call twice actual call   unsatisfied active   fail   slavetestroot_runtaskwithcommandinfowithuser 10641 ms   1 test slavetest 10641 ms total   global test environment teardown   1 test 1 test case run 10658 ms total noformat,2
bogus docker image result bad error message scheduler scheduler specify bogus image containerinfo mesos not tell scheduler docker pull fail error log mesosslave log not give scheduler far tell noformat e1218 235055406230 8123 slavecpp2730 container 8f70784c3e4040729ca29daed23f15ff executor thermos1418946354013xxxxxxcurl0f500cc41dd0a43388cbcd631cb588bb1 framework 2014052221314517490045615050295120000 fail start fail docker pull dockerregistryexamplecomdoesntexisthello11lat exit status   exit status 1 stderr   20141218 235055 error image doesntexisthello11 find noformat docker image registry scheduler user error message docker pull fail network issue retry meso scheduler information able decision,2
replicatestrestore fail leveldb great v17 want configure meso system provide leveldb library run issue apparently configure withleveldbpathtoleveldb compilation succeed replicatest_restore test fail follow trace code   run   replicatestrestore temporary directory tmpreplicatest_restore_izbbrr i1222 141649517500 2927 leveldbcpp176 open db 10758917ms i1222 141649526495 2927 leveldbcpp183 compact db 8931146ms i1222 141649526523 2927 leveldbcpp198 create db iterator 5787ns i1222 141649526531 2927 leveldbcpp204 seek beginning db 511ns i1222 141649526535 2927 leveldbcpp273 iterate 0 key db 197ns i1222 141649526623 2927 replicacpp741 replica recover log position 0   0 1 hole 0 unlearned i1222 141649530972 2945 leveldbcpp306 persist metadata 8 byte leveldb take 3084458ms i1222 141649531008 2945 replicacpp320 persist replica status voting i1222 141649541263 2927 leveldbcpp176 open db 9980586ms i1222 141649551636 2927 leveldbcpp183 compact db 10348096ms i1222 141649551683 2927 leveldbcpp198 create db iterator 3405ns i1222 141649551693 2927 leveldbcpp204 seek beginning db 3559ns i1222 141649551728 2927 leveldbcpp273 iterate 1 key db 29722ns i1222 141649551751 2927 replicacpp741 replica recover log position 0   0 1 hole 0 unlearned i1222 141649551996 2947 replicacpp474 replica receive implicit promise request proposal 1 i1222 141649560921 2947 leveldbcpp306 persist metadata 8 byte leveldb take 8899591ms i1222 141649560940 2947 replicacpp342 persist promise 1 i1222 141649561338 2943 replicacpp508 replica receive write request position 1 i1222 141649568677 2943 leveldbcpp343 persist action 27 byte leveldb take 7287155ms i1222 141649568692 2943 replicacpp676 persist action 1 i1222 141649569042 2942 leveldbcpp438 reading position leveldb take 26339ns f1222 141649569411 2927 replicacpp721 check_somestate io error lock tmpreplicatest_restore_izbbrrloglock hold process fail recover log   check failure stack trace    0x7f7f6c53e688 googlelogmessagefail   0x7f7f6c53e5e7 googlelogmessagesendtolog   0x7f7f6c53dff8 googlelogmessageflush   0x7f7f6c540d2c googlelogmessagefatallogmessagefatal   0x90a520 _ checkfatal_checkfatal   0x7f7f6c400f4d mesosinternallogreplicaprocessrestore   0x7f7f6c3fd763 mesosinternallogreplicaprocessreplicaprocess   0x7f7f6c401271 mesosinternallogreplicareplica   0xcd7ca3 replicatest_restore_testtestbody   0x10934b2 testinginternalhandlesehexceptionsinmethodifsupporte   0x108e584 testinginternalhandleexceptionsinmethodifsupporte   0x10768fd testingtestrun   0x1077020 testingtestinforun   0x10775a8 testingtestcaserun   0x107c324 testinginternalunittestimplrunalltest   0x1094348 testinginternalhandlesehexceptionsinmethodifsupporte   0x108f2b7 testinginternalhandleexceptionsinmethodifsupporte   0x107b1d4 testingunittestrun   0xd344a9 main   0x7f7f66fdfb45 _ _ libc_start_main   0x8f3549 unknown   nil unknown 2 2927 abort core dump glog_logtostderr1 gtest_v10 binmesostestssh verbose code bundle version leveldb v14 test version 15 work v16 build issue unusable meso version v17 allow meso compile fine result error,3
add user documentation reservation add user guide reservation describe basic usage acls specify unreserve resource advanced usage case,2
disallow special character role introduce persistent volume mesos1524 use role directory name slave httpsreviewsapacheorgr28562 result master disallow special character like space slash role,2
docker containerizer attempt recover task checkpointing enable docker task slave restart recover task error log task recover second note docker task w0113 160100790323 773142 monitorcpp213 fail resource usage container 7b729b89dc7e4d08af978cd1af560a21 executor thermos1421085237813slipstreamprodagent38f7695141835415190d03f55dcc940dd framework 2015010916171371535028250502907970000 fail docker inspect mesos7b729b89dc7e4d08af978cd1af560a21 exit status   exit status 1 stderr   error image container mesos7b729b89dc7e4d08af978cd1af560a21 task healthy run slave launch containerizersmesosdocker   info look like docker containerizer little ambitious recover container docker task i0113 155959476145 773142 dockercpp814 recover container 7b729b89dc7e4d08af978cd1af560a21 executor thermos1421085237813slipstreamprodagent38f7695141835415190d03f55dcc940dd framework 2015010916171371535028250502907970000 look source look like problem composingcontainerize run recover parallel docker containerizer mesos containerizer check recover task one launch need write checkpoint,8
add acls maintenance http endpoint order authorize http endpoint maintenance add mesos2067 need add acl definition perform maintenance operation,3
faulttolerancetestreregisterframeworkexitedexecutor flaky observe internal ci code   run   faulttolerancetestreregisterframeworkexitedexecutor temporary directory tmpfaulttolerancetest_reregisterframeworkexitedexecutor_ynprki i0114 185051461186 4720 leveldbcpp176 open db 4866948ms i0114 185051462057 4720 leveldbcpp183 compact db 472256ns i0114 185051462514 4720 leveldbcpp198 create db iterator 42905ns i0114 185051462784 4720 leveldbcpp204 seek beginning db 21630ns i0114 185051463068 4720 leveldbcpp273 iterate 0 key db 19967ns i0114 185051463485 4720 replicacpp744 replica recover log position 0   0 1 hole 0 unlearned i0114 185051464555 4737 recovercpp449 start replica recovery i0114 185051465188 4737 recovercpp475 replica status i0114 185051467324 4741 replicacpp641 replica status receive broadcasted recover request i0114 185051470118 4736 recovercpp195 receive recover response replica status i0114 185051475424 4739 recovercpp566 update replica status start i0114 185051476553 4739 leveldbcpp306 persist metadata 8 byte leveldb take 107545ns i0114 185051476862 4739 replicacpp323 persist replica status start i0114 185051477309 4739 recovercpp475 replica start status i0114 185051479109 4734 replicacpp641 replica start status receive broadcasted recover request i0114 185051481274 4738 recovercpp195 receive recover response replica start status i0114 185051482324 4738 recovercpp566 update replica status vote i0114 185051482913 4738 leveldbcpp306 persist metadata 8 byte leveldb take 66011ns i0114 185051483186 4738 replicacpp323 persist replica status vote i0114 185051483608 4738 recovercpp580 successfully join paxos group i0114 185051484031 4738 recovercpp464 recover process terminate i0114 185051554949 4734 mastercpp262 master 201501141850512272962752570184720 fedora19 start 19216812213557018 i0114 185051555785 4734 mastercpp308 master allow authenticated framework register i0114 185051556046 4734 mastercpp313 master allow authenticated slave register i0114 185051556426 4734 credentialshpp36 loading credential authentication tmpfaulttolerancetest_reregisterframeworkexitedexecutor_ynprkicredentials i0114 185051557003 4734 mastercpp357 authorization enable i0114 185051558007 4737 hierarchical_allocator_processhpp285 initialize hierarchical allocator process i0114 185051558521 4741 whitelist_watchercpp65 whitelist give i0114 185051562185 4734 mastercpp1219 newly elect leader master19216812213557018 d 201501141850512272962752570184720 i0114 185051562680 4734 mastercpp1232 elect lead master i0114 185051562950 4734 mastercpp1050 recover registrar i0114 185051564506 4736 registrarcpp313 recover registrar i0114 185051566162 4737 logcpp660 attempt start writer i0114 185051568691 4741 replicacpp477 replica receive implicit promise request proposal 1 i0114 185051569154 4741 leveldbcpp306 persist metadata 8 byte leveldb take 106885ns i0114 185051569504 4741 replicacpp345 persist promise 1 i0114 185051573277 4740 coordinatorcpp230 coordinator attempe fill miss position i0114 185051575623 4739 replicacpp378 replica receive explicit promise request position 0 proposal 2 i0114 185051576133 4739 leveldbcpp343 persist action 8 byte leveldb take 86360ns i0114 185051576449 4739 replicacpp679 persist action 0 i0114 185051586966 4736 replicacpp511 replica receive write request position 0 i0114 185051587666 4736 leveldbcpp438 reading position leveldb take 60621ns i0114 185051588043 4736 leveldbcpp343 persist action 14 byte leveldb take 81094ns i0114 185051588374 4736 replicacpp679 persist action 0 i0114 185051589418 4736 replicacpp658 replica receive learn notice position 0 i0114 185051590428 4736 leveldbcpp343 persist action 16 byte leveldb take 106648ns i0114 185051590840 4736 replicacpp679 persist action 0 i0114 185051591104 4736 replicacpp664 replica learn nop action position 0 i0114 185051592260 4734 logcpp676 writer start end position 0 i0114 185051594172 4739 leveldbcpp438 reading position leveldb take 52163ns i0114 185051600744 4736 registrarcpp346 successfully fetch registry 0b 35968us i0114 185051601646 4736 registrarcpp445 apply 1 operation 184502ns attempt update registry i0114 185051604329 4737 logcpp684 attempt append 130 byte log i0114 185051604966 4737 coordinatorcpp340 coordinator attempt write append action position 1 i0114 185051606449 4737 replicacpp511 replica receive write request position 1 i0114 185051606937 4737 leveldbcpp343 persist action 149 byte leveldb take 84877ns i0114 185051607199 4737 replicacpp679 persist action 1 i0114 185051611934 4741 replicacpp658 replica receive learn notice position 1 i0114 185051612423 4741 leveldbcpp343 persist action 151 byte leveldb take 113059ns i0114 185051612794 4741 replicacpp679 persist action 1 i0114 185051613056 4741 replicacpp664 replica learn append action position 1 i0114 185051614598 4741 logcpp703 attempt truncate log 1 i0114 185051615157 4741 coordinatorcpp340 coordinator attempt write truncate action position 2 i0114 185051616458 4737 replicacpp511 replica receive write request position 2 i0114 185051616902 4737 leveldbcpp343 persist action 16 byte leveldb take 71716ns i0114 185051617168 4737 replicacpp679 persist action 2 i0114 185051618505 4740 replicacpp658 replica receive learn notice position 2 i0114 185051619031 4740 leveldbcpp343 persist action 18 byte leveldb take 78481ns i0114 185051619567 4740 leveldbcpp401 delete 1 key leveldb take 59638ns i0114 185051619832 4740 replicacpp679 persist action 2 i0114 185051620101 4740 replicacpp664 replica learn truncate action position 2 i0114 185051621757 4736 registrarcpp490 successfully update registry 1978496ms i0114 185051622658 4736 registrarcpp376 successfully recover registrar i0114 185051623261 4736 mastercpp1077 recover 0 slave registry 94b   allow 10min slave reregister i0114 185051670349 4739 slavecpp173 slave start 11519216812213557018 i0114 185051671133 4739 credentialshpp84 loading credential authentication tmpfaulttolerancetest_reregisterframeworkexitedexecutor_onrvugcredential i0114 185051671685 4739 slavecpp282 slave credential testprincipal i0114 185051672245 4739 slavecpp300 slave resource cpus2 mem1024 disk1024 ports3100032000 i0114 185051673360 4739 slavecpp329 slave hostname fedora19 i0114 185051673660 4739 slavecpp330 slave checkpoint false w0114 185051674052 4739 slavecpp332 disable checkpointing deprecate checkpoint flag remove future release avoid flag i0114 185051677234 4737 statecpp33 recover state tmpfaulttolerancetest_reregisterframeworkexitedexecutor_onrvugmeta i0114 185051684973 4739 status_update_managercpp197 recover status update manager i0114 185051687644 4739 slavecpp3519 finish recovery i0114 185051688698 4737 slavecpp613 new master detect master19216812213557018 i0114 185051688902 4734 status_update_managercpp171 pausing send status update i0114 185051689482 4737 slavecpp676 authenticating master master19216812213557018 i0114 185051689910 4737 slavecpp681 default crammd5 authenticatee i0114 185051690577 4741 authenticateehpp138 create new client sasl connection i0114 185051691453 4737 slavecpp649 detect new master i0114 185051691864 4741 mastercpp4130 authenticating slave11519216812213557018 i0114 185051692369 4741 mastercpp4141 default crammd5 authenticator i0114 185051693208 4741 authenticatorhpp170 create new server sasl connection i0114 185051694598 4738 authenticateehpp229 receive sasl authentication mechanism crammd5 i0114 185051694893 4738 authenticateehpp255 attempt authenticate mechanism crammd5 i0114 185051695329 4741 authenticatorhpp276 receive sasl authentication start i0114 185051695641 4741 authenticatorhpp398 authentication require step i0114 185051696028 4736 authenticateehpp275 receive sasl authentication step i0114 185051696486 4741 authenticatorhpp304 receive sasl authentication step i0114 185051696753 4741 auxpropcpp99 request lookup property user testprincipal realm fedora19 server fqdn fedora19 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid false i0114 185051697041 4741 auxpropcpp171 look auxiliary property userpassword i0114 185051697343 4741 auxpropcpp171 look auxiliary property cmusaslsecretcrammd5 i0114 185051697685 4741 auxpropcpp99 request lookup property user testprincipal realm fedora19 server fqdn fedora19 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid true i0114 185051697998 4741 auxpropcpp121 skip auxiliary property userpassword sasl_auxprop_authzid   true i0114 185051698251 4741 auxpropcpp121 skip auxiliary property cmusaslsecretcrammd5 sasl_auxprop_authzid   true i0114 185051698580 4741 authenticatorhpp390 authentication success i0114 185051698927 4735 authenticateehpp315 authentication success i0114 185051705123 4741 mastercpp4188 successfully authenticate principal testprincipal slave11519216812213557018 i0114 185051705847 4720 schedcpp151 version 0220 i0114 185051707159 4736 schedcpp248 new master detect master19216812213557018 i0114 185051707523 4736 schedcpp304 authenticating master master19216812213557018 i0114 185051707792 4736 schedcpp311 default crammd5 authenticatee i0114 185051708412 4736 authenticateehpp138 create new client sasl connection i0114 185051709316 4735 slavecpp747 successfully authenticate master master19216812213557018 i0114 185051709723 4737 mastercpp4130 authenticating scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051710274 4737 mastercpp4141 default crammd5 authenticator i0114 185051710739 4735 slavecpp1075 retry registration 17028024ms necessary i0114 185051711304 4737 mastercpp3276 register slave slave11519216812213557018 fedora19 d 201501141850512272962752570184720s0 i0114 185051711459 4738 authenticatorhpp170 create new server sasl connection i0114 185051713142 4739 registrarcpp445 apply 1 operation 100530ns attempt update registry i0114 185051713465 4738 authenticateehpp229 receive sasl authentication mechanism crammd5 i0114 185051715435 4738 authenticateehpp255 attempt authenticate mechanism crammd5 i0114 185051715963 4740 authenticatorhpp276 receive sasl authentication start i0114 185051716258 4740 authenticatorhpp398 authentication require step i0114 185051716524 4740 authenticateehpp275 receive sasl authentication step i0114 185051716784 4740 authenticatorhpp304 receive sasl authentication step i0114 185051716979 4740 auxpropcpp99 request lookup property user testprincipal realm fedora19 server fqdn fedora19 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid false i0114 185051717139 4740 auxpropcpp171 look auxiliary property userpassword i0114 185051717315 4740 auxpropcpp171 look auxiliary property cmusaslsecretcrammd5 i0114 185051717542 4740 auxpropcpp99 request lookup property user testprincipal realm fedora19 server fqdn fedora19 sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid true i0114 185051717703 4740 auxpropcpp121 skip auxiliary property userpassword sasl_auxprop_authzid   true i0114 185051717864 4740 auxpropcpp121 skip auxiliary property cmusaslsecretcrammd5 sasl_auxprop_authzid   true i0114 185051718040 4740 authenticatorhpp390 authentication success i0114 185051718292 4740 authenticateehpp315 authentication success i0114 185051718454 4738 mastercpp4188 successfully authenticate principal testprincipal scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051719012 4740 schedcpp392 successfully authenticate master master19216812213557018 i0114 185051719364 4740 schedcpp515 send registration request master19216812213557018 i0114 185051719702 4740 schedcpp548 retry registration 746539282ms necessary i0114 185051719902 4735 mastercpp1417 receive registration request framework default scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051720232 4735 mastercpp1298 authorize framework principal testprincipal receive offer role   i0114 185051722206 4735 mastercpp1481 registering framework 2015011418505122729627525701847200000 default scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051720927 4737 logcpp684 attempt append 300 byte log i0114 185051722924 4737 coordinatorcpp340 coordinator attempt write append action position 3 i0114 185051724269 4737 replicacpp511 replica receive write request position 3 i0114 185051724817 4737 leveldbcpp343 persist action 319 byte leveldb take 116638ns i0114 185051728560 4737 replicacpp679 persist action 3 i0114 185051726066 4736 schedcpp442 framework register 2015011418505122729627525701847200000 i0114 185051728879 4736 schedcpp456 schedulerregistered take 34885ns i0114 185051725520 4735 hierarchical_allocator_processhpp319 add framework 2015011418505122729627525701847200000 i0114 185051731864 4735 hierarchical_allocator_processhpp839 resource available allocate i0114 185051732038 4735 hierarchical_allocator_processhpp746 perform allocation 0 slave 214728ns i0114 185051733106 4738 replicacpp658 replica receive learn notice position 3 i0114 185051733340 4738 leveldbcpp343 persist action 321 byte leveldb take 83165ns i0114 185051733538 4738 replicacpp679 persist action 3 i0114 185051733705 4738 replicacpp664 replica learn append action position 3 i0114 185051735610 4738 registrarcpp490 successfully update registry 21936128ms i0114 185051735805 4739 logcpp703 attempt truncate log 3 i0114 185051736445 4739 coordinatorcpp340 coordinator attempt write truncate action position 4 i0114 185051737664 4739 replicacpp511 replica receive write request position 4 i0114 185051738013 4739 leveldbcpp343 persist action 16 byte leveldb take 72906ns i0114 185051738255 4739 replicacpp679 persist action 4 i0114 185051743397 4734 replicacpp658 replica receive learn notice position 4 i0114 185051743628 4734 leveldbcpp343 persist action 18 byte leveldb take 78832ns i0114 185051743837 4734 leveldbcpp401 delete 2 key leveldb take 63991ns i0114 185051744004 4734 replicacpp679 persist action 4 i0114 185051744168 4734 replicacpp664 replica learn truncate action position 4 i0114 185051745537 4738 mastercpp3330 register slave 201501141850512272962752570184720s0 slave11519216812213557018 fedora19 cpus2 mem1024 disk1024 ports3100032000 i0114 185051745968 4734 hierarchical_allocator_processhpp453 add slave 201501141850512272962752570184720s0 fedora19 cpus2 mem1024 disk1024 ports3100032000 cpus2 mem1024 disk1024 ports3100032000 available i0114 185051746070 4735 slavecpp781 register master master19216812213557018 give slave d 201501141850512272962752570184720s0 i0114 185051751437 4741 status_update_managercpp178 resume send status update i0114 185051752428 4740 mastercpp4072 send 1 offer framework 2015011418505122729627525701847200000 default scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051753764 4740 schedcpp605 schedulerresourceoffer take 751714ns i0114 185051754812 4740 mastercpp2541 processing reply offer   201501141850512272962752570184720o0   slave 201501141850512272962752570184720s0 slave11519216812213557018 fedora19 framework 2015011418505122729627525701847200000 default scheduler092fbbec093843558187fb92e5174c6419216812213557018 i0114 185051755040 4740 mastercpp2647 authorize framework principal testprincipal launch task 0 user jenkin w0114 185051756431 4741 mastercpp2124 executor default task 0 use cpus minimum require 001 update executor mandatory future release w0114 185051756652 4741 mastercpp2136 executor default task 0 use memory minimum require 32 mb update executor mandatory future release i0114 185051757284 4741 masterhpp766 add task 0 resource cpus1 mem16 slave 201501141850512272962752570184720s0 fedora19 i0114 185051757733 4734 hierarchical_allocator_processhpp764 perform allocation slave 201501141850512272962752570184720s0 9535066ms i0114 185051758117 4735 slavecpp2588 receive ping slaveobserver9519216812213557018 i0114 185051758630 4741 mastercpp2897 launch task 0 framework 2015011418505122729627525701847200000 default scheduler092fbbec093843558187fb92e5174c6419216812213557018 resource cpus1 mem16 slave 201501141850512272962752570184720s0 slave11519216812213557018 fedora19 i0114 185051759526 4741 hierarchical_allocator_processhpp610 update allocation framework 2015011418505122729627525701847200000 slave 201501141850512272962752570184720s0 cpus2 mem1024 disk1024 ports3100032000 cpus2 mem1024 disk1024 ports3100032000 i0114 185051759796 4737 slavecpp1130 get assign task 0 framework 2015011418505122729627525701847200000 i0114 185051761184 4737 slavecpp1245 launch task 0 framework 20150,2
