text,storypoint
ssl build of mesos causes flaky testsuite when running the tests of an ssl build of mesos on centos 71 i see spurious test failures that are so far not reproducible the following tests did fail for me in complete runs but did seem fine when running them individually in repetition noformat dockertestroot_docker_checkportresource noformat noformat containerizertestroot_cgroups_balloonframework noformat noformat  run  linuxfilesystemisolatortestroot_changerootfilesystemcommandexecutor 20151120 190838826213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client  homevagrantmesosbuildsrcmesoscontainerizer mount helpfalse operationmakerslave path  grep e tmplinuxfilesystemisolatortest_root_changerootfilesystemcommandexecutor_tz7p8c procselfmountinfo  grep v 2b98025c74f141d2b35ace2cdfae347e  cut d  f5  xargs norunifempty umount l  mount n rbind tmplinuxfilesystemisolatortest_root_changerootfilesystemcommandexecutor_tz7p8cprovisionercontainers2b98025c74f141d2b35ace2cdfae347ebackendscopyrootfsesbed11080474b4c698e7f0ab85e895b0d tmplinuxfilesystemisolatortest_root_changerootfilesystemcommandexecutor_tz7p8cslaves830e842ec36a4e4cbff45b9568d7df12s0frameworks830e842ec36a4e4cbff45b9568d7df120000executorsc735be54c47f4645bfc12f4647e2cddbruns2b98025c74f141d2b35ace2cdfae347erootfs could not load cert file srctestscontainerizerfilesystem_isolator_testscpp354 failure value of statusrunninggetstate actual task_failed expected task_running 20151120 190842164213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client 20151120 190845501213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client 20151120 190848837213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client 20151120 190852174213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client srctestscontainerizerfilesystem_isolator_testscpp355 failure failed to wait 15secs for statusfinished srctestscontainerizerfilesystem_isolator_testscpp349 failure actual function call count doesnt match expect_callsched statusupdatedriver _ expected to be called twice actual called once  unsatisfied and active 20151120 190855511213800x7fa10d5f2700zoo_errorhandle_socket_error_msg1697 socket 12700153444 zk retcode4 errno111connection refused server refused to accept the client  aborted at 1448046536 unix time try date d 1448046536 if you are using gnu date  pc  0x0 unknown  sigsegv 0x0 received by pid 21380 tid 0x7fa1549e68c0 from pid 0 stack trace   0x7fa141796fbb unknown  0x7fa14179b341 unknown  0x7fa14f096130 unknown noformat vagrantfile generator noformat cat  eof  vagrantfile   mode ruby    vi set ftruby  vagrantconfigure2 do config  disable shared folder to prevent certain kernel module dependencies configvmsynced_folder  vagrant disabled true configvmhostname  centos71 configvmbox  bentocentos71 configvmprovider virtualbox do vb vbmemory  16384 vbcpus  8 end configvmprovider vmware_fusion do vb vbmemory  9216 vbcpus  4 end configvmprovision shell inline shell sudo yum y update systemd sudo yum install y tar wget sudo wget httpreposfedorapeopleorgreposdchenapachemavenepelapachemavenrepo o etcyumreposdepelapachemavenrepo sudo yum groupinstall y development tools sudo yum install y apachemaven pythondevel java170openjdkdevel zlibdevel libcurldevel openssldevel cyrussasldevel cyrussaslmd5 aprdevel subversiondevel aprutildevel sudo yum install libeventdevel sudo yum install y git sudo yum install y docker sudo service docker start sudo docker info sudo wget qo httpsgetdockercom  sh shell end eof vagrant up vagrant reload vagrant ssh c  git clone httpsgithubcomapachemesosgit mesos cd mesos git checkout b 0260rc1 0260rc1 bootstrap mkdir build cd build configure enablelibevent enablessl gtest_filter make check sudo binmesostestssh  noformat,5
c http scheduler library does not work with ssl enabled the c http scheduler library does not work against mesos when ssl is enabled without downgrade the fix should be simple  the library should detect if ssl is enabled  if ssl is enabled connections should be made with https instead of http,2
replace quotainfo with quota in allocator interface after introduction of c wrapper quota for quotainfo all allocator methods using quotainfo should be updated,3
implement recovery in the hierarchical allocator the builtin hierarchical allocator should implement the recovery in the presence of quota,3
tests for quota request validation tests should include  json validation  absence of irrelevant fields  semantic validation,3
tests for quota support in allocate function,3
tests for rescinding offers for quota,1
tests for allocator recovery,5
refactor registry clientpuller to avoid json and struct we should get rid of all json and struct for message passing as function returned type by using the methods provided by spechpp to refactor all unnecessary json message and struct in registry client and registry puller also remove all redundant check in registry client that are already checked by spec validation,3
libprocess document when why defer is necessary current rules around this are pretty confusing and undocumented as evidenced by some recent bugs in this area some example snippets in the mesos source code that were a result of this confusion and are indeed bugs 1 httpsgithubcomapachemesosblobmastersrcslavecontainerizermesosprovisionerdockerregistry_clientcppl754 code return dohttpgetbloburl none true true none thenthis bloburlpath digest filepath const httpresponse response  futuresize_t  tryint fd  osopen filepathvalue o_wronly  o_creat  o_trunc  o_cloexec s_irusr  s_iwusr  s_irgrp  s_iroth code,1
implicit roles design doc,2
reservationendpointstestunreserveavailableandofferedresources is flaky showed up on asf ci  test kept looping on and on and ultimately failing the build after 300 minutes  httpsbuildsapacheorgjobmesoscompilergccconfigurationverboseosubuntu3a1404label_expdocker7c7chadoop1269changes code  run  reservationendpointstestunreserveavailableandofferedresources i1124 010720050729 30260 leveldbcpp174 opened db in 107434842ms i1124 010720099630 30260 leveldbcpp181 compacted db in 4882312ms i1124 010720099722 30260 leveldbcpp196 created db iterator in 29905ns i1124 010720099738 30260 leveldbcpp202 seeked to beginning of db in 3145ns i1124 010720099750 30260 leveldbcpp271 iterated through 0 keys in the db in 279ns i1124 010720099804 30260 replicacpp778 replica recovered with log positions 0  0 with 1 holes and 0 unlearned i1124 010720100637 30292 recovercpp447 starting replica recovery i1124 010720100934 30292 recovercpp473 replica is in empty status i1124 010720103240 30288 replicacpp674 replica in empty status received a broadcasted recover request from 6305172171810737993 i1124 010720103672 30292 recovercpp193 received a recover response from a replica in empty status i1124 010720104142 30292 recovercpp564 updating replica status to starting i1124 010720114534 30284 mastercpp365 master ad27bc6016d142399a65235a991f9600 9f2f81738d5e started on 172171810737993 i1124 010720114558 30284 mastercpp367 flags at startup acls allocation_interval1000secs allocatorhierarchicaldrf authenticatetrue authenticate_slavestrue authenticatorscrammd5 authorizerslocal credentialstmpi60i5fcredentials framework_sorterdrf helpfalse hostname_lookuptrue initialize_driver_loggingtrue log_auto_initializetrue logbufsecs0 logging_levelinfo max_slave_ping_timeouts5 quietfalse recovery_slave_removal_limit100 registryreplicated_log registry_fetch_timeout1mins registry_store_timeout25secs registry_stricttrue rolesrole root_submissionstrue slave_ping_timeout15secs slave_reregister_timeout10mins user_sorterdrf versionfalse webui_dirmesosmesos0260_instsharemesoswebui work_dirtmpi60i5fmaster zk_session_timeout10secs i1124 010720114809 30284 mastercpp412 master only allowing authenticated frameworks to register i1124 010720114820 30284 mastercpp417 master only allowing authenticated slaves to register i1124 010720114825 30284 credentialshpp35 loading credentials for authentication from tmpi60i5fcredentials i1124 010720115067 30284 mastercpp456 using default crammd5 authenticator i1124 010720115320 30284 mastercpp493 authorization enabled i1124 010720115792 30285 hierarchicalcpp162 initialized hierarchical allocator process i1124 010720115855 30285 whitelist_watchercpp77 no whitelist given i1124 010720118755 30285 mastercpp1625 the newly elected leader is master172171810737993 with id ad27bc6016d142399a65235a991f9600 i1124 010720118788 30285 mastercpp1638 elected as the leading master i1124 010720118809 30285 mastercpp1383 recovering from registrar i1124 010720119078 30285 registrarcpp307 recovering registrar i1124 010720143256 30292 leveldbcpp304 persisting metadata 8 bytes to leveldb took 38787419ms i1124 010720143347 30292 replicacpp321 persisted replica status to starting i1124 010720143717 30292 recovercpp473 replica is in starting status i1124 010720145454 30286 replicacpp674 replica in starting status received a broadcasted recover request from 6307172171810737993 i1124 010720145979 30292 recovercpp193 received a recover response from a replica in starting status i1124 010720146654 30292 recovercpp564 updating replica status to voting i1124 010720182672 30286 leveldbcpp304 persisting metadata 8 bytes to leveldb took 35422256ms i1124 010720182747 30286 replicacpp321 persisted replica status to voting i1124 010720182929 30286 recovercpp578 successfully joined the paxos group i1124 010720183115 30286 recovercpp462 recover process terminated i1124 010720183831 30286 logcpp659 attempting to start the writer i1124 010720185907 30285 replicacpp494 replica received implicit promise request from 6308172171810737993 with proposal 1 i1124 010720225256 30285 leveldbcpp304 persisting metadata 8 bytes to leveldb took 39291288ms i1124 010720225344 30285 replicacpp343 persisted promised to 1 i1124 010720226850 30286 coordinatorcpp238 coordinator attempting to fill missing positions i1124 010720228394 30293 replicacpp389 replica received explicit promise request from 6309172171810737993 for position 0 with proposal 2 i1124 010720266371 30293 leveldbcpp341 persisting action 8 bytes to leveldb took 37874181ms i1124 010720266456 30293 replicacpp713 persisted action at 0 i1124 010720267927 30293 replicacpp538 replica received write request for position 0 from 6310172171810737993 i1124 010720268002 30293 leveldbcpp436 reading position from leveldb took 37139ns i1124 010720308117 30293 leveldbcpp341 persisting action 14 bytes to leveldb took 39961976ms i1124 010720308205 30293 replicacpp713 persisted action at 0 i1124 010720309033 30290 replicacpp692 replica received learned notice for position 0 from 00000 i1124 010720343257 30290 leveldbcpp341 persisting action 16 bytes to leveldb took 34175337ms i1124 010720343343 30290 replicacpp713 persisted action at 0 i1124 010720343377 30290 replicacpp698 replica learned nop action at position 0 i1124 010720344446 30282 logcpp675 writer started with ending position 0 i1124 010720346143 30291 leveldbcpp436 reading position from leveldb took 56896ns i1124 010720347618 30291 registrarcpp340 successfully fetched the registry 0b in 228495104ms i1124 010720347862 30291 registrarcpp439 applied 1 operations in 41164ns attempting to update the registry i1124 010720348794 30279 logcpp683 attempting to append 178 bytes to the log i1124 010720349081 30279 coordinatorcpp348 coordinator attempting to write append action at position 1 i1124 010720350244 30294 replicacpp538 replica received write request for position 1 from 6311172171810737993 i1124 010720385246 30294 leveldbcpp341 persisting action 197 bytes to leveldb took 34872508ms i1124 010720385323 30294 replicacpp713 persisted action at 1 i1124 010720386814 30294 replicacpp692 replica received learned notice for position 1 from 00000 i1124 010720425163 30294 leveldbcpp341 persisting action 199 bytes to leveldb took 38282493ms i1124 010720425262 30294 replicacpp713 persisted action at 1 i1124 010720425298 30294 replicacpp698 replica learned append action at position 1 i1124 010720427994 30287 registrarcpp484 successfully updated the registry in 79949056ms i1124 010720428141 30283 logcpp702 attempting to truncate the log to 1 i1124 010720428738 30287 registrarcpp370 successfully recovered registrar i1124 010720429306 30290 mastercpp1435 recovered 0 slaves from the registry 139b  allowing 10mins for slaves to reregister i1124 010720429592 30290 hierarchicalcpp174 allocator recovery is not supported yet i1124 010720430083 30294 coordinatorcpp348 coordinator attempting to write truncate action at position 2 i1124 010720431411 30294 replicacpp538 replica received write request for position 2 from 6312172171810737993 i1124 010720467258 30294 leveldbcpp341 persisting action 16 bytes to leveldb took 35661978ms i1124 010720467342 30294 replicacpp713 persisted action at 2 i1124 010720468842 30290 replicacpp692 replica received learned notice for position 2 from 00000 i1124 010720502264 30290 leveldbcpp341 persisting action 18 bytes to leveldb took 33367074ms i1124 010720502426 30290 leveldbcpp399 deleting 1 keys from leveldb took 80765ns i1124 010720502452 30290 replicacpp713 persisted action at 2 i1124 010720502488 30290 replicacpp698 replica learned truncate action at position 2 i1124 010720510509 30260 containerizercpp141 using isolation posixcpuposixmemfilesystemposix w1124 010720511119 30260 backendcpp48 failed to create bind backend bindbackend requires root privileges i1124 010720516801 30288 slavecpp189 slave started on 219172171810737993 i1124 010720516839 30288 slavecpp190 flags at startup appc_store_dirtmpmesosstoreappc authenticateecrammd5 cgroups_cpu_enable_pids_and_tids_countfalse cgroups_enable_cfsfalse cgroups_hierarchysysfscgroup cgroups_limit_swapfalse cgroups_rootmesos container_disk_watch_interval15secs containerizersmesos credentialtmpreservationendpointstest_unreserveavailableandofferedresources_cszecrcredential default_role disk_watch_interval1mins dockerdocker docker_auth_serverauthdockerio docker_auth_server_port443 docker_kill_orphanstrue docker_local_archives_dirtmpmesosimagesdocker docker_pullerlocal docker_puller_timeout60 docker_registryregistry1dockerio docker_registry_port443 docker_remove_delay6hrs docker_socketvarrundockersock docker_stop_timeout0ns docker_store_dirtmpmesosstoredocker enforce_container_disk_quotafalse executor_registration_timeout1mins executor_shutdown_grace_period5secs fetcher_cache_dirtmpreservationendpointstest_unreserveavailableandofferedresources_cszecrfetch fetcher_cache_size2gb frameworks_home gc_delay1weeks gc_disk_headroom01 hadoop_home helpfalse hostname_lookuptrue image_provisioner_backendcopy initialize_driver_loggingtrue isolationposixcpuposixmem launcher_dirmesosmesos0260_buildsrc logbufsecs0 logging_levelinfo oversubscribed_resources_interval15secs perf_duration10secs perf_interval1mins qos_correction_interval_min0ns quietfalse recoverreconnect recovery_timeout15mins registration_backoff_factor10ms resourcescpus2mem1024disk1024ports3100032000 revocable_cpu_low_prioritytrue sandbox_directorymntmesossandbox stricttrue switch_usertrue systemd_runtime_directoryrunsystemdsystem versionfalse work_dirtmpreservationendpointstest_unreserveavailableandofferedresources_cszecr i1124 010720517670 30288 credentialshpp83 loading credential for authentication from tmpreservationendpointstest_unreserveavailableandofferedresources_cszecrcredential i1124 010720517982 30288 slavecpp320 slave using credential for testprincipal i1124 010720518334 30288 resourcescpp472 parsing resources as json failed cpus2mem1024disk1024ports3100032000 trying semicolondelimited string format instead i1124 010720518815 30260 resourcescpp472 parsing resources as json failed cpus1mem128 trying semicolondelimited string format instead i1124 010720518975 30288 slavecpp390 slave resources cpus2 mem1024 disk1024 ports3100032000 i1124 010720519104 30288 slavecpp398 slave attributes   i1124 010720519124 30288 slavecpp403 slave hostname 9f2f81738d5e i1124 010720519136 30288 slavecpp408 slave checkpoint true i1124 010720519407 30260 resourcescpp472 parsing resources as json failed mem384 trying semicolondelimited string format instead i1124 010720522702 30288 statecpp52 recovering state from tmpreservationendpointstest_unreserveavailableandofferedresources_cszecrmeta i1124 010720523265 30288 status_update_managercpp200 recovering status update manager i1124 010720523531 30288 containerizercpp383 recovering containerizer i1124 010720524998 30288 slavecpp4258 finished recovery i1124 010720525802 30288 slavecpp4430 querying resource estimator for oversubscribable resources i1124 010720526753 30288 slavecpp727 new master detected at master172171810737993 i1124 010720527292 30288 slavecpp790 authenticating with master master172171810737993 i1124 010720528240 30288 slavecpp795 using default crammd5 authenticatee i1124 010720527003 30286 status_update_managercpp174 pausing sending status updates i1124 010720528955 30285 authenticateecpp121 creating new client sasl connection i1124 010720529469 30285 mastercpp5169 authenticating slave219172171810737993 i1124 010720529729 30283 authenticatorcpp413 starting authentication session for crammd5_authenticatee515172171810737993 i1124 010720530287 30283 authenticatorcpp98 creating new server sasl connection i1124 010720530764 30285 authenticateecpp212 received sasl authentication mechanisms crammd5 i1124 010720530903 30285 authenticateecpp238 attempting to authenticate with mechanism crammd5 i1124 010720531096 30285 authenticatorcpp203 received sasl authentication start i1124 010720531241 30285 authenticatorcpp325 authentication requires more steps i1124 010720531388 30285 authenticateecpp258 received sasl authentication step i1124 010720531616 30285 authenticatorcpp231 received sasl authentication step i1124 010720531668 30285 auxpropcpp107 request to lookup properties for user testprincipal realm 9f2f81738d5e server fqdn 9f2f81738d5e sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid false i1124 010720531690 30285 auxpropcpp179 looking up auxiliary property userpassword i1124 010720531774 30285 auxpropcpp179 looking up auxiliary property cmusaslsecretcrammd5 i1124 010720531834 30285 auxpropcpp107 request to lookup properties for user testprincipal realm 9f2f81738d5e server fqdn 9f2f81738d5e sasl_auxprop_verify_against_hash false sasl_auxprop_override false sasl_auxprop_authzid true i1124 010720531855 30285 auxpropcpp129 skipping auxiliary property userpassword since sasl_auxprop_authzid  true i1124 010720531867 30285 auxpropcpp129 skipping auxiliary property cmusaslsecretcrammd5 since sasl_auxprop_authzid  true i1124 010720531903 30285 authenticatorcpp317 authentication success i1124 010720532016 30283 authenticateecpp298 authentication success i1124 010720532331 30281 mastercpp5199 successfully authenticated principal testprincipal at slave219172171810737993 i1124 010720532652 30291 authenticatorcpp431 authentication session cleanup for crammd5_authenticatee515172171810737993 i1124 010720533113 30288 slavecpp763 detecting new master i1124 010720533628 30288 slavecpp4444 received oversubscribable resources from the resource estimator i1124 010720546396 30288 slavecpp858 successfully authenticated with master master172171810737993 i1124 010720547111 30287 mastercpp3878 registering slave at slave219172171810737993 9f2f81738d5e with id ad27bc6016d142399a65235a991f9600s0 i1124 010720547886 30287 registrarcpp439 applied 1 operations in 91121ns attempting to update the registry i1124 010720550647 30287 logcpp683 attempting to append 347 bytes to the log i1124 010720550935 30279 coordinatorcpp348 coordinator attempting to write append action at position 3 i1124 010720551534 30288 slavecpp1252 will retry registration in 3399312ms if necessary i1124 010720551868 30291 replicacpp538 replica received write request for position 3 from 6324172171810737993 i1124 010720557605 30281 slavecpp1252 will retry registration in 16296866ms if necessary i1124 010720557891 30293 mastercpp3866 ignoring register slave message from slave219172171810737993 9f2f81738d5e as admission is already in progress i1124 010720574681 30279 slavecpp1252 will retry registration in 7352632ms if necessary i1124 010720575078 30293 mastercpp3866 ignoring register slave message from slave219172171810737993 9f2f81738d5e as admission is already in progress i1124 010720586236 30291 leveldbcpp341 persisting action 366 bytes to leveldb took 34301173ms i1124 010720586287 30291 replicacpp713 persisted action at 3 i1124 010720587509 30289 replicacpp692 replica received learned notice for position 3 from 00000 i1124 010720611263 30289 leveldbcpp341 persisting action 368 bytes to leveldb took 23677211ms i1124 010720611352 30289 replicacpp713 persisted action at 3 i1124 010720611387 30289 replicacpp698 replica learned append action at position 3 i1124 010720613580 30279 registrarcpp484 successfully updated the registry in 65490944ms i1124 010720613802 30288 logcpp702 attempting to truncate the log to 3 i1124 010720613993 30288 coordinatorcpp348 coordinator attempting to write truncate action at position 4 i1124 010720615281 30289 replicacpp538 replica received write request for position 4 from 6325172171810737993 i1124 010720615883 30279 mastercpp3946 registered slave ad27bc6016d142399a65235a991f9600s0 at slave219172171810737993 9f2f81738d5e with cpus2 mem1024 disk1024 ports3100032000 i1124 010720616261 30282 slavecpp902 registered with master master172171810737993 given slave id ad27bc6016d142399a65235a991f9600s0 i1124 010720616883 30282 fetchercpp79 clearing fetcher cache i1124 010720617261 30280 status_update_managercpp181 resuming sending status updates i1124 010720617766 30282 slavecpp925 checkpointing slaveinfo to tmpreservationendpointstest_unreserveavailableandofferedresources_cszecrmetaslavesad27bc6016d142399a65235a991f9600s0slaveinfo i1124 010720616550 30284 hierarchicalcpp380 added slave ad27bc6016d142399a65235a991f9600s0 9f2f81738d5e with cpus2 mem1024 disk1024 ports3100032000 allocated  i1124 010720618670 30282 slavecpp961 forwarding total oversubscribed resources i1124 010720618932 30282 slavecpp3197 received ping from slaveobserver216172171810737993 i1124 010720619288 30285 mastercpp4288 received update of slave ad27bc6016d142399a65235a991f9600s0 at slave219172171810737993 9f2f81738d5e with total oversubscribed resources i1124 010720619446 30284 hierarchicalcpp1066 no resources available to allocate i1124 010720619526 30284 hierarchicalcpp1159 no inverse offers to send out i1124 010720619568 30284 hierarchicalcpp977 performed allocation for slave ad27bc6016d142399a65235a991f9600s0 in 1108641ms i1124 010720620057 30284 hierarchicalcpp436 slave ad27bc6016d142399a65235a991f9600s0 9f2f81738d5e updated with oversubscribed resources total cpus2 mem1024 disk1024 ports3100032000 allocated  i1124 010720620393 30284 hierarchicalcpp1066 no resources available to allocate i1124 010720620462 30284 hierarchicalcpp1159 no inverse offers to send out i1124 010720620507 30284 hierarchicalcpp977 performed allocation for slave ad27bc6016d142399a65235a991f9600s0 in 395959ns i1124 010720624356 30285 processcpp3067 handling http event for process master with path masterreserve i1124 010720624418 30285 httpcpp336 http post for masterreserve from 172171810748995 i1124 010720626936 30285 mastercpp6224 sending checkpointed resources cpusrole te,1
pass agent work_dir to isolator modules some isolator modules can benefit from access to the agents work_dir for example the dvd isolator httpsgithubcomemccodemesosmoduledvdi is currently forced to mount external volumes in a hardcoded directory making the work_dir accessible to the isolator via isolatorrecover would allow the isolator to mount volumes within the agents work_dir this can be accomplished by simply adding an overloaded signature for isolatorrecover which includes the work_dir as a parameter,1
support default entrypoint and command runtime config in mesos containerizer we need to use the entrypoint and command runtime configuration returned from image to be used in mesos containerizer,3
support workdir runtime configuration from image we need to support workdir runtime configuration returned from image such as dockerfile,2
registryclienttestsimpleregistrypuller doesnt compile with gcc 511 gcc 511 has werrorsigncompare in wall and stumbles over a comparison between signed and unsigned int in provisioner_docker_testscpp,1
introduce status endpoint for quota this endpoint is for querying quota status via the get method,5
introduce remove endpoint for quota this endpoint is for removing quotas via the delete method,3
introduce filter for nonrevocable resources in resources resources class defines some handy filters like revocable unreserved and so on this ticket proposes to add one more nonrevocable,1
remove quota from registry for quota remove request when a remove quota requests hits the endpoint and passes validation quota should be removed from the registry before the allocator is notified about the change,1
registryclienttestsimpleregistrypuller is flaky from asf ci httpsbuildsapacheorgjobmesos1289compilergccconfigurationverbose20enablelibevent20enablessloscentos7label_expdocker7c7chadoopconsole code  run  registryclienttestsimpleregistrypuller i1127 025140235900 362 registry_clientcpp511 response status for url httpslocalhost57828v2librarybusyboxmanifestslatest 401 unauthorized i1127 025140249766 360 registry_clientcpp511 response status for url httpslocalhost57828v2librarybusyboxmanifestslatest 200 ok i1127 025140251137 361 registry_pullercpp195 downloading layer 1ce2e90b0bc7224de3db1f0d646fe8e2c4dd37f1793928287f6074bc451a57ea for image busyboxlatest i1127 025140258514 354 registry_clientcpp511 response status for url httpslocalhost57828v2librarybusyboxblobssha256a3ed95caeb02ffe68cdd9fd84406680ae93d633cb16422d00e8a7c22955b46d4 307 temporary redirect i1127 025140264171 367 libevent_ssl_socketcpp1023 socket error connection reset by peer srctestscontainerizerprovisioner_docker_testscpp1210 failure socketfailure failed accept connection error connection reset by peer  failed  registryclienttestsimpleregistrypuller 349 ms code logs from a previous run that passed code  run  registryclienttestsimpleregistrypuller i1126 184905306396 349 registry_clientcpp511 response status for url httpslocalhost53492v2librarybusyboxmanifestslatest 401 unauthorized i1126 184905321362 347 registry_clientcpp511 response status for url httpslocalhost53492v2librarybusyboxmanifestslatest 200 ok i1126 184905322720 352 registry_pullercpp195 downloading layer 1ce2e90b0bc7224de3db1f0d646fe8e2c4dd37f1793928287f6074bc451a57ea for image busyboxlatest i1126 184905331317 350 registry_clientcpp511 response status for url httpslocalhost53492v2librarybusyboxblobssha256a3ed95caeb02ffe68cdd9fd84406680ae93d633cb16422d00e8a7c22955b46d4 307 temporary redirect i1126 184905370625 352 registry_clientcpp511 response status for url https12700153492 200 ok i1126 184905372102 355 registry_pullercpp294 untarring layer 1ce2e90b0bc7224de3db1f0d646fe8e2c4dd37f1793928287f6074bc451a57ea downloaded from registry to directory output_dir  ok  registryclienttestsimpleregistrypuller 353 ms code,4
contenttypeschedulertest is flaky ssl build ubuntu 1404httpsgithubcomtilltmesosvagrantciblobmasterubuntu14setupsh nonroot test run noformat  22 tests from contenttypeschedulertest  run  contenttypeschedulertestsubscribe0  ok  contenttypeschedulertestsubscribe0 48 ms  aborted at 1448928007 unix time try date d 1448928007 if you are using gnu date   run  contenttypeschedulertestsubscribe1 pc  0x1451b8e testinginternaluntypedfunctionmockerbaseuntypedinvokewith  sigsegv 0x100000030 received by pid 21320 tid 0x2b549e5d4700 from pid 48 stack trace   0x2b54c95940b7 oslinuxchained_handler  0x2b54c9598219 jvm_handle_linux_signal  0x2b5496300340 unknown  0x1451b8e testinginternaluntypedfunctionmockerbaseuntypedinvokewith  0xe2ea6d _zn7testing8internal18functionmockerbaseifvrkst5queuein5mesos2v19scheduler5eventest5dequeis6_sais6_eeeee10invokewitherkst5tupleijsc_ee  0xe2b1bc testinginternalfunctionmockerinvoke  0x1118aed mesosinternaltestsschedulertestcallbacksreceived  0x111c453 _znkst7_mem_fnimn5mesos8internal5tests13schedulertest9callbacksefvrkst5queueins0_2v19scheduler5eventest5dequeis8_sais8_eeeeeclijse_eveevrs4_dpot_  0x111c001 _znst5_bindifst7_mem_fnimn5mesos8internal5tests13schedulertest9callbacksefvrkst5queueins1_2v19scheduler5eventest5dequeis9_sais9_eeeeest17reference_wrapperis5_est12_placeholderili1eeee6__callivjsf_ejlm0elm1eeeet_ost5tupleijdpt0_eest12_index_tupleijxspt1_eee  0x111b90d _znst5_bindifst7_mem_fnimn5mesos8internal5tests13schedulertest9callbacksefvrkst5queueins1_2v19scheduler5eventest5dequeis9_sais9_eeeeest17reference_wrapperis5_est12_placeholderili1eeeeclijsf_eveet0_dpot_  0x111ae09 std_function_handler_m_invoke  0x2b5493c6da09 stdfunctionoperator  0x2b5493c688ee processasyncexecutorprocessexecute  0x2b5493c6db2a _zzn7process8dispatchi7nothingns_20asyncexecutorprocesserkst8functionifvrkst5queuein5mesos2v19scheduler5eventest5dequeis8_sais8_eeeeesc_pvsg_sc_sj_eens_6futureit_eerkns_3pidit0_eemso_fsl_t1_t2_t3_et4_t5_t6_enkulpns_11processbaseee_cles11_  0x2b5493c765a4 _znst17_function_handlerifvpn7process11processbaseeezns0_8dispatchi7nothingns0_20asyncexecutorprocesserkst8functionifvrkst5queuein5mesos2v19scheduler5eventest5dequeisc_saisc_eeeeesg_pvsk_sg_sn_eens0_6futureit_eerkns0_3pidit0_eemss_fsp_t1_t2_t3_et4_t5_t6_euls2_e_e9_m_invokeerkst9_any_datas2_  0x2b54946b1201 stdfunctionoperator  0x2b549469960f processprocessbasevisit  0x2b549469d480 processdispatcheventvisit  0x9dc0ba processprocessbaseserve  0x2b54946958cc processprocessmanagerresume  0x2b5494692a9c _zzn7process14processmanager12init_threadsevenkulrkst11atomic_boole_cles3_  0x2b549469ccac _znst5_bindifzn7process14processmanager12init_threadseveulrkst11atomic_boole_st17reference_wrapperis3_eee6__callivieilm0eeeet_ost5tupleiidpt0_eest12_index_tupleiixspt1_eee  0x2b549469cc5c _znst5_bindifzn7process14processmanager12init_threadseveulrkst11atomic_boole_st17reference_wrapperis3_eeecliieveet0_dpot_  0x2b549469cbee _znst12_bind_simpleifst5_bindifzn7process14processmanager12init_threadseveulrkst11atomic_boole_st17reference_wrapperis4_eeevee9_m_invokeiieeevst12_index_tupleiixspt_eee  0x2b549469cb45 _znst12_bind_simpleifst5_bindifzn7process14processmanager12init_threadseveulrkst11atomic_boole_st17reference_wrapperis4_eeeveeclev  0x2b549469cade _znst6thread5_implist12_bind_simpleifst5_bindifzn7process14processmanager12init_threadseveulrkst11atomic_boole_st17reference_wrapperis6_eeeveee6_m_runev  0x2b5495b81a40 unknown  0x2b54962f8182 start_thread  0x2b549660847d unknown make3  checklocal segmentation fault make3 leaving directory homevagrantmesosbuildsrc make2  checkam error 2 make2 leaving directory homevagrantmesosbuildsrc make1  check error 2 make1 leaving directory homevagrantmesosbuildsrc make  checkrecursive error 1 noformat,2
install instructions for centos 66 lead to errors running perf after using the current installation instructions in the getting started documentation perf will not run on centos 66 because the version of elfutils included in devtoolset2 is not compatible with the version of perf installed by yum installing and using devtoolset3 however httplinuxwebcernchlinuxscientific6docssoftwarecollectionsshtml fixes this issue this could be resolved by updating the getting started documentation to recommend installing devtoolset3,1
enable env specified in docker image can be returned from docker pull currently docker pull only return an image structure which only contains entrypoint info we have docker inspect as a subprocess inside docker pull which contains many other useful information of a docker image we should be able to support returning environment variables information from the image,3
